Time S R 
2.925929 409 0 
2.927865 410 0 
2.929165 411 0 
2.930253 412 0 
2.930411 413 0 
2.934736 414 0 
2.936552 415 0 
2.942098 414 0 
2.942353 415 0 
2.944325 416 0 
2.944912 417 0 
2.945139 418 0 
2.945886 417 0 
2.950063 418 0 
2.951065 417 0 
2.951476 416 0 
2.95841 415 0 
2.958704 416 0 
2.961221 415 0 
2.961799 416 0 
2.96276 417 0 
2.963498 418 0 
2.96424 419 0 
2.966839 420 0 
2.967858 421 0 
2.968149 422 0 
2.969843 423 0 
2.972747 424 0 
2.97289 425 0 
2.973454 426 0 
2.973506 425 0 
2.975777 424 0 
2.979008 423 0 
2.980089 424 0 
2.98039 425 0 
2.980394 426 0 
2.982482 425 0 
2.985373 426 0 
2.987602 427 0 
2.989102 428 0 
2.993111 429 0 
2.993827 428 0 
2.994787 429 0 
2.995735 430 0 
2.999175 431 0 
3.00009 432 0 
3.000694 433 0 
3.002365 434 0 
3.004707 433 0 
3.004859 432 0 
3.006004 433 0 
3.00646 434 0 
3.006537 435 0 
3.008697 434 0 
3.009583 435 0 
3.01289 434 0 
3.013408 433 0 
3.013931 432 0 
3.016308 433 0 
3.01715 432 0 
3.022299 431 0 
3.022723 432 0 
3.023353 433 0 
3.023906 434 0 
3.024394 435 0 
3.024613 436 0 
3.02523 437 0 
3.026014 438 0 
3.026624 437 0 
3.027074 438 0 
3.028886 439 0 
3.032063 440 0 
3.034495 441 0 
3.036805 442 0 
3.041186 443 0 
3.043892 444 0 
3.050671 445 0 
3.058574 444 0 
3.060582 443 0 
3.063338 442 0 
3.064487 443 0 
3.066096 442 0 
3.069301 443 0 
3.069784 444 0 
3.071834 443 0 
3.071839 444 0 
3.076843 445 0 
3.081383 444 0 
3.082703 443 0 
3.083713 444 0 
3.084313 445 0 
3.08445 444 0 
3.091565 443 0 
3.09584 444 0 
3.096513 445 0 
3.09907 444 0 
3.099239 445 0 
3.104566 446 0 
3.109393 445 0 
3.109962 446 0 
3.110039 447 0 
3.114433 448 0 
3.115168 449 0 
3.115372 450 0 
3.115534 451 0 
3.117434 452 0 
3.11773 453 0 
3.118605 454 0 
3.119364 455 0 
3.119543 454 0 
3.119581 453 0 
3.120059 454 0 
3.121956 453 0 
3.124919 452 0 
3.125021 451 0 
3.126636 452 0 
3.131215 453 0 
3.132932 454 0 
3.135169 455 0 
3.135225 456 0 
3.136014 457 0 
3.139237 456 0 
3.139349 457 0 
3.139861 456 0 
3.140981 457 0 
3.141058 456 0 
3.142271 455 0 
3.147011 454 0 
3.147258 453 0 
3.148014 454 0 
3.153718 455 0 
3.159107 456 0 
3.162267 455 0 
3.164138 456 0 
3.16596 455 0 
3.167459 456 0 
3.174659 455 0 
3.176963 456 0 
3.177403 455 0 
3.178821 454 0 
3.184361 455 0 
3.185759 456 0 
3.18799 455 0 
3.192568 456 0 
3.192824 457 0 
3.192964 458 0 
3.19379 457 0 
3.196664 458 0 
3.199399 457 0 
3.206275 458 0 
3.20669 457 0 
3.207593 458 0 
3.208811 457 0 
3.20927 458 0 
3.210061 459 0 
3.210542 458 0 
3.213475 459 0 
3.214388 458 0 
3.214619 457 0 
3.215671 456 0 
3.215732 457 0 
3.21776 458 0 
3.21842 457 0 
3.218882 456 0 
3.219012 455 0 
3.219107 454 0 
